Mean_Intensity,Edge_Density,Motion_Mag,Entropy,Temp_C,Vib_RMS,Motion_Flag,Class_Label,Importance_Score,Decision_Label
0.237,0.462,0.562,1.381,28.44,0.022,0,1,0.604,2
0.678,0.445,0.762,2.152,26.3,0.731,0,4,0.629,4
0.646,0.197,0.866,4.224,35.83,0.727,1,0,0.519,3
0.533,0.221,0.603,1.935,28.36,0.365,1,0,0.938,3
0.42,0.446,0.816,4.726,29.67,0.062,1,4,0.531,5
0.622,0.234,0.312,3.007,28.75,0.398,1,2,0.859,0
0.178,0.146,0.229,2.318,26.4,0.419,0,2,0.993,1
0.574,0.25,0.431,2.738,28.61,0.657,0,3,0.23,3
0.175,0.184,0.678,4.135,26.98,0.574,1,3,0.266,3
0.577,0.067,0.187,3.229,29.94,0.057,0,4,0.522,1
0.265,0.541,0.68,0.834,35.67,0.564,1,0,0.182,2
0.626,0.556,0.394,5.135,32.98,0.109,1,1,0.564,1
0.666,0.151,0.796,1.11,33.07,0.072,0,2,0.684,1
0.189,0.051,0.037,5.212,30.53,0.319,1,0,0.06,6
0.378,0.483,0.668,0.932,34.11,0.062,1,3,0.681,1
0.689,0.145,0.65,4.424,35.08,0.663,0,2,0.159,3
0.39,0.262,0.941,3.313,35.62,0.371,1,1,0.299,2
0.618,0.051,0.713,3.177,26.99,0.47,0,3,0.739,0
0.453,0.155,0.796,1.142,34.8,0.461,1,1,0.164,0
0.325,0.517,0.905,1.922,28.25,0.782,0,3,0.532,0
0.271,0.525,0.675,4.454,29.97,0.733,1,1,0.589,5
0.222,0.143,0.29,4.989,29.45,0.679,0,2,0.164,4
0.557,0.225,0.87,3.287,32.75,0.307,1,4,0.275,4
0.332,0.096,0.748,2.461,31.98,0.116,0,1,0.606,0
0.407,0.057,0.424,1.082,27.09,0.473,1,2,0.461,2
0.395,0.645,0.711,4.006,33.83,0.352,1,0,0.66,1
0.446,0.43,0.868,2.109,30.4,0.18,1,0,0.855,1
0.619,0.357,0.976,1.059,26.02,0.078,0,3,0.135,3
0.688,0.5,0.952,3.93,30.15,0.349,0,4,0.071,6
0.345,0.548,0.325,3.083,31.16,0.521,0,3,0.667,3
0.597,0.526,0.422,0.856,26.69,0.5,1,1,0.771,3
0.559,0.021,0.11,1.321,27.51,0.619,1,4,0.449,1
0.444,0.13,0.248,4.086,35.94,0.373,0,1,0.394,5
0.674,0.429,0.882,1.099,34.71,0.257,0,2,0.597,4
0.22,0.25,0.361,4.87,27.33,0.431,0,4,0.551,4
0.166,0.639,0.621,2.263,31.8,0.78,0,0,0.49,5
0.612,0.436,0.666,1.217,29.79,0.036,1,2,0.819,6
0.363,0.622,0.782,4.371,31.44,0.423,0,2,0.174,6
0.608,0.139,0.183,3.265,30.71,0.263,1,1,0.681,0
0.636,0.563,0.305,2.241,26.48,0.084,1,3,0.741,3
0.137,0.216,0.448,2.709,29.15,0.348,0,1,0.901,4
0.63,0.643,0.365,0.901,27.26,0.513,0,2,0.945,3
0.369,0.111,0.983,3.915,30.89,0.423,1,4,0.508,1
0.406,0.34,0.835,2.519,35.07,0.023,0,0,0.434,2
0.476,0.517,0.48,4.156,35.96,0.463,0,2,0.504,3
0.656,0.287,0.879,3.752,35.44,0.186,0,3,0.733,6
0.111,0.31,0.348,3.861,35.86,0.273,1,3,0.017,0
0.386,0.641,0.786,4.527,26.15,0.25,0,4,0.174,2
0.513,0.282,0.224,3.766,33.29,0.687,1,3,0.908,2
0.534,0.397,0.772,2.768,28.73,0.038,0,4,0.195,4
0.516,0.045,0.456,2.633,34.66,0.278,1,3,0.228,2
0.181,0.549,0.107,1.362,34.14,0.316,1,1,0.939,0
0.28,0.425,0.273,4.463,30.24,0.495,0,0,0.294,6
0.315,0.269,0.402,4.377,30.73,0.631,0,0,0.29,4
0.583,0.02,0.749,1.958,28.65,0.582,0,2,0.924,5
0.267,0.389,0.073,4.855,28.89,0.602,0,2,0.375,2
0.226,0.018,0.66,3.568,35.81,0.154,0,1,0.494,2
0.674,0.011,0.716,3.05,34.89,0.729,1,1,0.56,5
0.105,0.404,0.654,0.882,27.92,0.331,1,0,0.868,6
0.699,0.131,0.761,2.599,28.76,0.009,1,2,0.078,0
0.506,0.133,0.178,3.811,27.09,0.534,0,2,0.261,6
0.597,0.428,0.587,1.222,35.89,0.483,1,0,0.587,5
0.277,0.044,0.941,2.96,35.07,0.101,1,4,0.435,4
0.109,0.211,0.611,5.469,31.52,0.768,0,1,0.278,4
0.543,0.106,0.611,4.168,32.93,0.449,0,2,0.41,6
0.6,0.381,0.736,3.37,33.48,0.375,0,0,0.966,5
0.544,0.434,0.333,3.305,28.04,0.318,0,1,0.021,6
0.186,0.472,0.7,1.006,35.35,0.168,0,0,0.147,6
0.552,0.173,0.916,5.299,31.27,0.762,0,4,0.019,2
0.561,0.067,0.011,5.162,26.92,0.562,1,3,0.593,5
0.495,0.06,0.87,4.007,29.97,0.454,0,2,0.013,0
0.56,0.283,0.219,1.265,32.02,0.505,1,1,0.454,5
0.608,0.615,0.456,1.777,29.53,0.672,1,0,0.859,1
0.468,0.149,0.852,1.664,32.99,0.509,1,0,0.097,0
0.153,0.174,0.824,3.242,34.82,0.092,1,1,0.365,2
0.393,0.075,0.892,1.777,33.72,0.558,1,2,0.378,2
0.147,0.398,0.94,4.07,32.43,0.452,0,2,0.362,1
0.345,0.445,0.447,3.363,31.12,0.773,0,0,0.727,1
0.344,0.421,0.656,0.883,28.54,0.587,1,2,0.004,4
0.14,0.561,0.39,4.297,30.55,0.275,0,3,0.78,5
0.309,0.321,0.351,1.687,28.93,0.108,0,4,0.839,2
0.167,0.096,0.432,4.677,35.34,0.386,0,4,0.431,4
0.585,0.195,0.743,2.469,35.07,0.543,1,3,0.887,6
0.669,0.434,0.501,2.392,27.56,0.142,1,2,0.381,2
0.143,0.402,0.814,0.856,34.23,0.52,0,0,0.695,0
0.673,0.35,0.745,5.442,33.03,0.66,1,2,0.389,3
0.414,0.447,0.02,3.676,35.75,0.126,1,1,0.038,4
0.28,0.418,0.63,2.787,30.63,0.565,0,1,0.083,6
0.146,0.574,0.437,1.254,33.22,0.055,0,2,0.442,4
0.4,0.385,0.457,4.086,31.18,0.006,0,3,0.99,4
0.577,0.508,0.818,2.129,26.69,0.026,0,1,0.178,5
0.524,0.169,0.548,5.445,26.47,0.505,1,4,0.896,3
0.13,0.444,0.886,5.268,27.22,0.779,0,0,0.919,3
0.144,0.587,0.713,4.256,28.96,0.617,1,3,0.41,1
0.342,0.257,0.553,5.364,28.59,0.204,0,1,0.462,2
0.277,0.509,0.755,1.296,33.28,0.057,0,0,0.503,6
0.239,0.474,0.038,2.116,33.16,0.493,1,4,0.77,0
0.269,0.048,0.027,1.99,35.71,0.003,0,1,0.124,4
0.582,0.382,0.083,1.138,29.1,0.634,0,1,0.329,1
0.658,0.093,0.438,5.369,35.38,0.194,0,0,0.171,4
0.343,0.629,0.235,1.082,32.13,0.239,0,0,0.878,2
0.644,0.529,0.984,4.826,30.95,0.275,0,2,0.071,3
0.293,0.08,0.542,4.41,32.68,0.611,0,1,0.748,5
0.386,0.088,0.662,2.567,33.03,0.213,0,4,0.44,2
0.236,0.39,0.279,0.888,27.72,0.228,1,0,0.715,2
0.484,0.231,0.322,0.829,33.52,0.433,0,3,0.89,6
0.687,0.032,0.335,1.759,33.25,0.37,1,1,0.34,6
0.462,0.357,0.699,3.121,35.98,0.764,0,3,0.227,2
0.315,0.258,0.474,2.952,35.12,0.211,1,1,0.65,1
0.489,0.075,0.518,3.551,32.85,0.074,1,0,0.998,2
0.174,0.523,0.592,4.428,33.12,0.433,1,2,0.73,2
0.633,0.596,0.769,2.574,35.46,0.148,0,1,0.796,6
0.402,0.494,0.09,1.554,35.67,0.331,0,0,0.63,2
0.37,0.536,0.777,4.56,34.27,0.15,1,0,0.368,0
0.452,0.149,0.563,2.364,33.67,0.705,1,0,0.655,1
0.475,0.179,0.669,2.148,27.11,0.262,0,3,0.129,1
0.143,0.143,0.328,4.392,34.3,0.62,1,0,0.489,0
0.51,0.5,0.409,5.19,28.53,0.759,1,3,0.573,6
0.245,0.617,0.231,5.1,31.64,0.752,0,4,0.907,1
0.528,0.469,0.979,1.446,30.05,0.42,1,2,0.92,6
0.594,0.574,0.497,3.165,29.46,0.787,1,0,0.06,4
0.582,0.419,0.996,1.236,29.1,0.525,1,4,0.632,1
0.432,0.258,0.49,5.317,34.55,0.103,1,0,0.796,1
0.412,0.282,0.22,1.812,33.69,0.711,0,4,0.536,2
0.186,0.058,0.507,1.728,31.23,0.375,0,0,0.096,0
0.565,0.03,0.04,4.978,32.64,0.122,1,2,0.233,3
0.263,0.455,0.905,5.349,35.85,0.633,0,0,0.314,5
0.398,0.291,0.819,4.079,29.98,0.5,1,3,0.663,6
0.271,0.363,0.726,1.369,31.51,0.706,0,0,0.066,6
0.18,0.367,0.61,3.084,31.34,0.662,0,1,0.55,6
0.478,0.188,0.58,4.638,35.36,0.256,0,3,0.109,2
0.133,0.315,0.997,3.491,29.52,0.205,0,4,0.395,4
0.549,0.311,0.278,1.423,35.86,0.587,0,0,0.426,1
0.291,0.259,0.78,1.608,29.05,0.459,0,0,0.452,2
0.1,0.535,0.581,4.861,27.09,0.056,1,0,0.711,3
0.407,0.299,0.976,3.277,27.91,0.145,0,1,0.081,4
0.128,0.396,0.828,4.117,30.26,0.121,1,2,0.268,1
0.266,0.583,0.999,2.553,32.5,0.472,1,2,0.641,1
0.524,0.564,0.588,3.303,31.17,0.069,0,3,0.944,6
0.138,0.58,0.205,5.392,29.76,0.166,1,3,0.621,3
0.604,0.183,0.504,2.35,31.62,0.436,1,1,0.883,5
0.102,0.032,0.711,3.972,34.39,0.106,0,1,0.968,6
0.248,0.177,0.774,1.611,34.39,0.199,0,1,0.884,3
0.545,0.188,0.001,1.372,33.26,0.725,0,4,0.972,3
0.29,0.592,0.505,4.483,35.52,0.558,1,1,0.777,4
0.161,0.426,0.235,4.767,31.9,0.246,1,1,0.887,5
0.316,0.062,0.875,3.941,26.08,0.702,1,1,0.491,6
0.262,0.097,0.153,1.544,28.91,0.2,0,1,0.345,4
0.606,0.11,0.666,1.931,29.28,0.471,1,2,1.0,2
0.288,0.413,0.266,5.083,31.47,0.295,1,0,0.098,3
0.573,0.481,0.357,2.157,35.05,0.602,0,0,0.958,1
0.635,0.56,0.941,4.649,34.38,0.297,1,2,0.431,0
0.36,0.612,0.24,2.144,28.32,0.199,1,1,0.022,1
0.646,0.139,0.095,5.215,31.19,0.486,0,4,0.803,3
0.326,0.208,0.069,5.098,32.59,0.596,1,4,0.444,1
0.678,0.164,0.505,1.003,35.88,0.429,1,3,0.799,2
0.154,0.24,0.642,4.421,26.31,0.573,0,0,0.045,3
0.512,0.595,0.327,1.596,30.64,0.338,0,3,0.974,6
0.396,0.378,0.69,1.812,35.88,0.636,0,1,0.671,4
0.333,0.482,0.061,2.961,35.77,0.468,0,3,0.048,6
0.48,0.324,0.857,3.509,29.31,0.157,0,1,0.005,0
0.522,0.028,0.817,2.331,26.0,0.713,0,3,0.594,3
0.103,0.051,0.985,3.504,31.87,0.669,1,2,0.976,1
0.2,0.354,0.937,1.602,34.67,0.771,0,1,0.524,5
0.528,0.47,0.356,0.905,29.24,0.455,0,4,0.354,1
0.5,0.148,0.399,3.485,35.34,0.541,1,1,0.939,3
0.68,0.472,0.746,3.232,29.33,0.691,1,4,0.984,5
0.557,0.529,0.134,4.041,32.1,0.042,1,4,0.784,4
0.67,0.274,0.314,3.854,33.22,0.73,1,3,0.718,4
0.522,0.488,0.119,5.018,29.45,0.217,0,0,0.002,3
0.279,0.269,0.455,2.96,29.52,0.046,1,0,0.314,1
0.163,0.444,0.552,0.839,30.7,0.19,0,0,0.925,6
0.569,0.499,0.211,3.764,34.35,0.469,1,4,0.368,1
0.486,0.645,0.027,3.973,27.01,0.038,0,0,0.335,4
0.129,0.231,0.719,3.251,32.31,0.001,0,1,0.537,6
0.316,0.273,0.02,4.04,32.77,0.511,0,1,0.448,5
0.674,0.116,0.973,2.321,31.58,0.363,0,1,0.859,1
0.4,0.141,0.222,1.499,35.36,0.675,0,4,0.082,0
0.36,0.454,0.664,3.923,32.02,0.206,0,4,0.659,0
0.375,0.597,0.435,1.952,32.35,0.225,0,0,0.697,0
0.225,0.263,0.06,2.945,32.0,0.062,0,3,0.88,0
0.321,0.125,0.472,3.111,33.22,0.431,0,4,0.416,6
0.322,0.192,0.517,3.043,27.35,0.293,1,2,0.295,2
0.131,0.301,0.855,3.613,34.94,0.272,0,1,0.627,0
0.561,0.196,0.732,0.938,26.42,0.366,0,1,0.725,2
0.35,0.159,0.079,5.452,32.41,0.68,1,0,0.171,1
0.593,0.481,0.209,4.167,32.15,0.084,0,3,0.158,6
0.61,0.015,0.312,2.799,28.08,0.419,1,1,0.264,5
0.227,0.355,0.116,1.699,26.41,0.157,1,4,0.248,4
0.494,0.518,0.457,1.177,27.39,0.17,0,3,0.751,5
0.383,0.18,0.984,3.959,28.72,0.205,0,1,0.531,0
0.628,0.396,0.515,2.29,34.82,0.368,0,0,0.548,0
0.229,0.438,0.742,1.879,34.56,0.396,0,0,0.015,0
0.507,0.429,0.683,2.586,26.64,0.697,0,0,0.994,6
0.465,0.295,0.85,3.587,28.89,0.714,1,4,0.83,5
0.277,0.232,0.216,3.957,34.89,0.469,1,0,0.444,2
0.182,0.545,0.754,3.832,28.37,0.225,0,2,0.067,0
0.491,0.495,0.881,4.857,35.96,0.655,0,4,0.694,2
0.543,0.216,0.172,1.828,28.57,0.634,1,2,0.535,0
0.289,0.076,0.347,3.793,33.39,0.638,0,0,0.678,5
0.487,0.056,0.97,1.275,30.17,0.013,1,3,0.678,4
0.337,0.07,0.781,3.375,27.36,0.603,0,4,0.155,0
0.528,0.383,0.283,3.545,28.55,0.682,0,2,0.329,2
0.22,0.043,0.564,1.816,32.75,0.484,0,4,0.018,4
0.634,0.226,0.404,2.641,29.37,0.601,0,2,0.982,1
0.272,0.492,0.49,4.688,32.04,0.621,1,4,0.806,1
0.321,0.198,0.355,1.498,28.06,0.405,0,1,0.929,4
0.135,0.499,0.279,2.842,30.49,0.651,0,2,0.044,1
0.167,0.487,0.675,5.184,31.12,0.634,0,2,0.5,4
0.41,0.167,0.779,3.169,30.13,0.733,0,4,0.747,0
0.261,0.476,0.874,4.208,27.98,0.737,0,3,0.104,1
0.601,0.489,0.155,4.686,30.62,0.424,0,1,0.777,6
0.109,0.264,0.823,1.758,32.93,0.025,1,2,0.648,3
0.327,0.145,0.255,1.826,35.65,0.015,0,0,0.985,3
0.302,0.344,0.427,4.365,33.9,0.751,0,0,0.141,4
0.112,0.6,0.901,4.341,27.61,0.27,0,4,0.629,6
0.175,0.419,0.455,1.083,28.73,0.302,1,3,0.947,6
0.348,0.121,0.197,2.316,26.79,0.376,1,1,0.744,3
0.396,0.447,0.16,2.673,27.36,0.213,1,2,0.336,4
0.343,0.283,0.473,4.696,28.51,0.472,0,0,0.119,1
0.419,0.389,0.763,2.783,28.0,0.628,1,2,0.964,4
0.457,0.48,0.997,5.152,28.14,0.206,1,0,0.072,5
0.106,0.34,0.787,5.484,28.31,0.594,1,4,0.975,4
0.378,0.531,0.877,4.469,29.01,0.538,1,4,0.304,6
0.678,0.472,0.748,3.932,27.26,0.42,0,2,0.86,0
0.411,0.404,0.895,2.642,28.78,0.26,1,4,0.554,5
0.507,0.107,0.076,1.115,32.88,0.698,0,1,0.913,1
0.287,0.545,0.93,3.494,28.36,0.322,1,4,0.427,4
0.564,0.609,0.396,2.5,27.72,0.3,1,1,0.85,1
0.564,0.098,0.922,2.449,26.68,0.513,0,4,0.238,3
0.413,0.322,0.076,4.032,31.0,0.736,1,2,0.467,4
0.686,0.176,0.715,2.979,34.42,0.406,1,1,0.846,3
0.175,0.493,0.736,4.335,26.59,0.578,0,3,0.118,6
0.11,0.472,0.997,2.671,31.42,0.366,1,2,0.729,0
0.562,0.1,0.769,1.509,32.51,0.175,1,1,0.437,0
0.584,0.571,0.383,2.968,31.92,0.099,1,0,0.513,1
0.172,0.126,0.557,5.27,34.78,0.109,0,0,0.579,0
0.259,0.52,0.367,4.567,34.66,0.017,1,3,0.276,6
0.111,0.302,0.196,1.767,26.57,0.442,0,0,0.096,6
0.276,0.22,0.249,2.639,29.61,0.105,0,2,0.019,4
0.564,0.111,0.222,5.161,32.71,0.693,1,1,0.431,1
0.411,0.117,0.549,1.381,35.52,0.786,0,2,0.269,3
0.309,0.434,0.906,1.994,34.05,0.397,1,4,0.633,2
0.323,0.362,0.913,2.032,27.77,0.36,0,4,0.716,0
0.101,0.088,0.055,3.483,28.79,0.278,1,0,0.504,4
0.28,0.082,0.08,2.73,33.64,0.51,0,3,0.619,3
0.488,0.056,0.245,1.175,30.71,0.486,1,3,0.561,2
0.685,0.486,0.255,3.757,31.47,0.275,1,4,0.005,1
0.608,0.466,0.095,1.266,32.09,0.275,0,3,0.842,4
0.114,0.047,0.388,3.65,27.03,0.516,1,3,0.06,2
0.639,0.369,0.588,3.183,34.56,0.444,0,0,0.41,4
0.57,0.064,0.578,3.12,34.63,0.575,1,2,0.111,3
0.568,0.588,0.543,1.117,30.68,0.753,0,2,0.662,6
0.375,0.591,0.339,3.804,32.27,0.624,1,1,0.326,3
0.339,0.457,0.706,2.827,32.6,0.243,0,2,0.071,0
0.282,0.603,0.826,2.732,27.9,0.607,0,2,0.045,3
0.139,0.529,0.346,3.603,27.13,0.36,0,0,0.237,1
0.237,0.54,0.086,3.649,26.21,0.622,1,0,0.667,1
0.248,0.375,0.296,0.871,35.13,0.709,1,2,0.718,6
0.39,0.206,0.137,1.389,29.46,0.2,1,1,0.128,4
0.548,0.149,0.467,1.912,26.86,0.191,1,2,0.139,1
0.384,0.219,0.156,3.986,30.66,0.346,1,2,0.593,3
0.135,0.412,0.463,3.511,26.76,0.041,1,4,0.957,2
0.675,0.121,0.221,4.361,26.85,0.549,0,1,0.553,1
0.666,0.176,0.739,4.281,30.89,0.6,0,2,0.712,3
0.571,0.31,0.028,4.81,31.09,0.276,1,0,0.575,5
0.695,0.159,0.555,2.571,31.8,0.372,0,2,0.105,3
0.427,0.387,0.169,2.422,32.56,0.472,1,3,0.946,4
0.678,0.601,0.001,4.706,32.68,0.059,1,4,0.072,4
0.145,0.489,0.869,1.917,30.33,0.569,1,4,0.76,1
0.319,0.437,0.672,2.968,32.44,0.421,1,4,0.979,1
0.235,0.383,0.099,1.713,29.05,0.499,0,1,0.319,3
0.217,0.322,0.664,5.095,30.41,0.579,0,4,0.172,1
0.184,0.129,0.612,2.717,29.93,0.54,1,2,0.566,5
0.473,0.583,0.473,1.799,29.29,0.076,0,1,0.795,2
0.569,0.169,0.419,4.052,28.39,0.626,0,3,0.949,6
0.447,0.068,0.887,1.95,26.78,0.488,0,0,0.694,5
0.188,0.49,0.245,5.234,31.06,0.572,1,4,0.336,0
0.587,0.122,0.398,2.528,31.37,0.209,1,2,0.494,0
0.482,0.248,0.329,3.924,29.36,0.177,0,1,0.761,3
0.333,0.028,0.771,2.423,35.76,0.661,0,2,0.788,6
0.504,0.098,0.916,4.594,31.57,0.312,1,4,0.074,5
0.256,0.121,0.85,5.016,34.89,0.46,1,0,0.614,0
0.307,0.045,0.798,4.503,31.7,0.441,1,1,0.967,3
0.65,0.43,0.987,4.788,27.9,0.468,1,2,0.785,3
0.274,0.546,0.697,1.279,35.75,0.056,0,1,0.007,5
0.382,0.249,0.751,5.143,34.85,0.242,1,4,0.225,6
0.634,0.57,0.983,3.734,30.71,0.053,1,4,0.445,2
0.525,0.147,0.007,4.885,28.43,0.384,1,3,0.706,4
0.137,0.218,0.634,4.017,28.23,0.722,1,3,0.555,1
0.188,0.106,0.739,1.749,34.06,0.311,1,4,0.077,2
0.105,0.407,0.918,3.665,26.69,0.626,0,1,0.738,4
0.479,0.279,0.884,1.227,32.38,0.23,1,2,0.839,3
0.369,0.403,0.842,4.07,32.4,0.685,1,2,0.206,5
0.181,0.497,0.946,2.722,27.82,0.336,1,1,0.067,5
0.675,0.359,0.537,1.513,33.05,0.284,0,0,0.791,2
0.418,0.412,0.007,5.402,33.05,0.558,0,1,0.64,3
0.245,0.609,0.011,5.035,29.5,0.41,1,4,0.804,0
0.4,0.201,0.545,5.0,30.83,0.27,0,4,0.567,5
0.508,0.24,0.435,4.507,34.33,0.046,1,3,0.429,3
0.146,0.469,0.451,4.052,31.23,0.133,0,2,0.963,0
0.265,0.401,0.4,3.879,32.18,0.618,1,3,0.78,3
0.584,0.124,0.918,1.299,30.13,0.737,1,2,0.412,5
0.376,0.251,0.359,5.033,27.5,0.135,1,1,0.908,3
0.428,0.309,0.856,4.941,35.98,0.456,0,0,0.993,5
0.36,0.278,0.903,4.315,31.32,0.027,1,2,0.308,5
0.126,0.124,0.5,5.158,29.36,0.233,1,0,0.892,4
0.199,0.602,0.447,3.399,33.14,0.359,0,0,0.045,3
0.367,0.498,0.761,2.904,32.21,0.589,0,0,0.214,3
0.226,0.318,0.708,5.349,28.33,0.035,1,1,0.161,3
0.13,0.445,0.329,2.981,34.77,0.625,1,0,0.357,6
0.606,0.584,0.103,3.814,26.71,0.162,0,0,0.563,1
0.689,0.097,0.265,2.553,32.06,0.608,0,4,0.72,6
0.576,0.17,0.131,3.791,30.78,0.5,0,4,0.903,1
0.612,0.357,0.295,4.184,29.18,0.272,0,2,0.159,2
0.245,0.521,0.262,3.736,34.26,0.579,0,4,0.578,4
0.676,0.033,0.638,3.218,32.56,0.189,0,2,0.555,5
0.218,0.64,0.954,2.211,33.59,0.176,1,0,0.458,1
0.671,0.301,0.686,3.826,30.15,0.049,1,4,0.695,2
0.697,0.24,0.927,5.07,35.42,0.314,1,3,0.513,2
0.527,0.197,0.784,0.832,29.45,0.078,0,1,0.55,2
0.689,0.122,0.728,1.429,31.31,0.336,1,4,0.903,4
0.442,0.517,0.414,1.363,35.34,0.008,0,1,0.86,5
0.256,0.621,0.325,5.139,26.83,0.124,1,4,0.577,0
0.362,0.275,0.846,3.915,27.09,0.746,1,4,0.156,4
0.456,0.62,0.905,5.273,35.94,0.636,0,3,0.959,2
0.144,0.537,0.452,3.539,35.71,0.189,1,0,0.623,6
0.473,0.318,0.009,2.97,33.72,0.575,1,2,0.807,5
0.689,0.441,0.793,4.524,30.84,0.535,1,4,0.055,3
0.214,0.288,0.285,1.556,31.06,0.142,1,4,0.897,5
0.576,0.368,0.01,2.592,28.57,0.297,0,1,0.693,5
0.645,0.047,0.805,2.991,30.33,0.731,0,0,0.685,2
0.666,0.456,0.517,2.203,30.31,0.591,1,4,0.11,6
0.676,0.044,0.685,2.545,26.36,0.608,0,4,0.713,3
0.413,0.533,0.915,1.167,30.53,0.451,0,2,0.077,4
0.686,0.538,0.541,1.731,30.8,0.532,0,0,0.056,5
0.554,0.162,0.503,2.377,32.66,0.407,1,0,0.325,0
0.197,0.217,0.291,4.541,31.16,0.593,1,4,0.023,1
0.386,0.318,0.305,1.658,34.62,0.586,0,0,0.16,5
0.531,0.392,0.797,2.429,29.68,0.025,1,0,0.726,1
0.248,0.194,0.449,1.105,30.1,0.505,1,2,0.835,0
0.484,0.389,0.164,3.418,31.71,0.504,0,3,0.18,3
0.5,0.201,0.095,3.673,28.03,0.054,1,2,0.823,3
0.198,0.046,0.473,4.868,29.93,0.328,0,3,0.481,0
0.439,0.012,0.465,4.65,32.86,0.719,0,2,0.958,0
0.563,0.075,0.653,2.141,30.12,0.763,1,4,0.139,6
0.399,0.517,0.471,1.444,35.07,0.626,1,2,0.054,2
0.107,0.625,0.143,1.534,32.15,0.121,1,0,0.845,4
0.105,0.283,0.508,5.354,27.54,0.3,1,0,0.362,2
0.314,0.338,0.907,3.964,30.87,0.146,1,1,0.457,2
0.656,0.104,0.159,1.0,33.65,0.522,0,4,0.512,4
0.237,0.363,0.69,1.443,32.43,0.619,0,0,0.825,1
0.481,0.103,0.594,3.083,34.85,0.707,0,4,0.076,6
0.233,0.401,0.749,1.777,33.5,0.689,0,2,0.551,4
0.293,0.607,0.151,4.577,26.62,0.079,1,0,0.431,1
0.609,0.135,0.942,3.494,27.13,0.101,1,4,0.34,6
0.537,0.499,0.621,3.679,32.5,0.728,1,2,0.348,4
0.157,0.025,0.847,2.975,28.38,0.675,1,3,0.93,1
0.357,0.25,0.247,2.003,31.88,0.368,0,1,0.268,6
0.118,0.081,0.739,3.57,33.92,0.344,1,2,0.455,3
0.389,0.236,0.781,4.17,31.77,0.442,1,3,0.493,3
0.497,0.121,0.397,2.543,30.15,0.477,1,4,0.72,4
0.171,0.249,0.384,3.173,32.46,0.203,1,3,0.519,0
0.273,0.277,0.658,4.747,27.44,0.323,0,0,0.621,6
0.339,0.202,0.093,1.499,33.23,0.496,1,4,0.399,3
0.652,0.43,0.736,3.363,32.97,0.165,0,1,0.719,4
0.696,0.598,0.043,2.438,31.14,0.799,1,1,0.466,5
0.127,0.266,0.191,4.103,28.79,0.226,0,4,0.223,4
0.557,0.133,0.664,0.888,33.98,0.442,0,0,0.817,6
0.323,0.183,0.098,3.951,31.11,0.443,1,4,0.765,3
0.335,0.557,0.972,1.284,26.59,0.361,1,4,0.627,5
0.553,0.376,0.868,1.104,35.19,0.193,0,4,0.522,4
0.651,0.301,0.626,4.206,33.68,0.452,1,2,0.208,0
0.671,0.106,0.819,3.81,31.85,0.073,0,1,0.868,5
0.446,0.298,0.888,5.006,30.37,0.31,0,1,0.097,1
0.314,0.188,0.259,3.242,35.6,0.179,0,0,0.383,6
0.573,0.614,0.849,3.291,33.75,0.099,1,1,0.853,4
0.251,0.576,0.195,4.123,31.35,0.74,0,0,0.596,5
0.438,0.064,0.413,2.32,32.53,0.56,1,0,0.439,3
0.315,0.341,0.558,0.973,28.81,0.135,0,1,0.791,0
0.494,0.154,0.714,1.881,27.96,0.76,1,4,0.99,0
0.244,0.273,0.03,1.919,28.73,0.173,0,4,0.189,4
0.215,0.571,0.291,2.378,28.93,0.188,1,2,0.051,2
0.651,0.348,0.609,5.234,33.4,0.107,0,0,0.463,3
0.161,0.224,0.357,4.583,27.4,0.582,1,3,0.287,0
0.404,0.143,0.775,5.199,33.78,0.457,0,3,0.667,6
0.233,0.522,0.652,5.493,31.23,0.047,1,1,0.494,3
0.123,0.41,0.234,2.839,29.85,0.02,1,1,0.499,4
0.122,0.31,0.146,1.867,29.0,0.426,0,3,0.355,6
0.205,0.149,0.629,3.432,31.13,0.521,1,2,0.211,6
0.62,0.224,0.45,4.941,29.18,0.658,1,0,0.213,4
0.269,0.624,0.169,2.989,30.29,0.383,0,0,0.387,2
0.67,0.343,0.326,3.175,33.39,0.541,1,1,0.682,6
0.449,0.266,0.303,1.432,32.26,0.587,1,1,0.337,2
0.362,0.344,0.108,2.776,33.48,0.49,1,4,0.326,4
0.448,0.509,0.547,2.619,33.13,0.282,1,2,0.425,1
0.41,0.228,0.764,2.453,34.15,0.106,0,0,0.991,1
0.555,0.124,0.575,4.97,28.02,0.518,1,4,0.091,0
0.269,0.384,0.826,1.079,35.95,0.615,1,3,0.295,2
0.312,0.436,0.128,5.369,30.76,0.152,0,4,0.292,0
0.636,0.466,0.436,0.839,33.18,0.396,0,3,0.975,5
0.668,0.574,0.609,5.244,32.78,0.318,1,3,0.407,5
0.636,0.248,0.676,3.376,31.66,0.165,1,0,0.567,6
0.352,0.058,0.696,4.101,35.96,0.196,0,4,0.198,3
0.568,0.623,0.729,1.68,28.17,0.19,1,0,0.013,4
0.386,0.288,0.651,3.875,30.22,0.335,0,2,0.339,5
0.399,0.409,0.094,4.945,27.28,0.312,1,2,0.639,4
0.223,0.436,0.695,1.456,27.82,0.443,0,2,0.692,5
0.455,0.36,0.725,1.397,33.13,0.075,0,2,0.754,5
